state,district,latitude,longitude,water_bodies_count,coastal_exposure,pre_monsoon_water_table_m_bgl,post_monsoon_water_table_m_bgl,seasonal_rise_m,monsoon_rainfall_mm,river_proximity_km,urban_drainage_stress,wetland_buffer_index,rainfall_scenario,flood_risk_score,state_dummy,latitude_dummy,longitude_dummy,coastal_exposure_dummy,pre_monsoon_water_table_m_bgl_dummy,post_monsoon_water_table_m_bgl_dummy,seasonal_rise_m_dummy,monsoon_rainfall_mm_dummy,river_proximity_km_dummy,urban_drainage_stress_dummy,wetland_buffer_index_dummy
Odisha,Nuapada,20.82805,82.66737,103013,0,1.86,0.21,1.6500000000000001,120.0,12.27,0.626,0.395,normal,38.03,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.71987,82.74152,103888,0,5.01,2.23,2.78,120.0,7.78,0.255,0.169,normal,38.79,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.81803,82.61373,96211,0,7.71,5.13,2.58,120.0,14.45,0.275,0.721,normal,33.94,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.62797,82.7336,91029,0,6.49,5.92,0.5700000000000003,120.0,9.08,0.49,0.589,normal,26.4,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.82503,82.66652,102040,0,1.84,0.35,1.4900000000000002,120.0,13.5,0.57,0.344,normal,36.38,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,21.07924,82.5639,77460,0,3.9,1.88,2.02,120.0,11.99,0.851,0.314,normal,39.23,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.73131,82.42713,89170,0,2.21,0.2,2.01,120.0,9.65,0.624,0.64,normal,33.63,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.6827,82.5765,91350,0,1.99,0.2,1.79,120.0,14.2,0.297,0.305,normal,32.07,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.81131,82.55859,84146,0,3.46,1.08,2.38,120.0,15.02,0.377,0.177,normal,36.33,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.91113,82.1801,92983,0,1.8,0.2,1.6,120.0,13.76,0.251,0.779,normal,32.56,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.90046,82.60969,99645,0,8.46,7.57,0.8900000000000006,120.0,1.44,0.883,0.368,normal,33.42,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.70612,82.69838,96912,0,6.48,4.85,1.6300000000000008,120.0,0.24,0.672,0.484,normal,44.96,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.81132,82.53927,94278,0,7.56,4.66,2.8999999999999995,120.0,2.41,0.793,0.33,normal,44.38,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.80322,82.45429,98960,0,7.45,6.32,1.13,120.0,6.47,0.594,0.406,normal,38.63,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.84416,82.60911,110344,0,3.48,1.99,1.49,120.0,4.0,0.904,0.62,normal,39.96,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Nuapada,20.80854,82.70514,100600,0,2.17,0.88,1.29,120.0,5.83,0.46,0.341,normal,38.79,Odisha,20.8,82.53,0,4.9,3.76,1.14,1268.5,8.43,0.552,0.137
Odisha,Puri,19.7177,85.71121,124632,1,5.21,3.92,1.29,120.0,2.06,0.415,0.319,normal,51.36,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.71129,85.72332,107988,1,1.21,0.2,1.01,120.0,11.68,0.802,0.507,normal,47.51,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.83712,85.70891,95493,1,2.81,1.25,1.56,120.0,8.62,0.393,0.217,normal,44.74,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.7937,85.82952,120567,1,7.1,6.21,0.8899999999999997,120.0,0.21,0.916,0.395,normal,52.88,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.77658,85.78626,111763,1,3.48,1.68,1.8,120.0,12.36,0.541,0.526,normal,49.5,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.82019,85.75956,97458,1,5.41,3.2,2.21,120.0,13.98,0.702,0.259,normal,47.45,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.70883,85.89849,98376,1,6.32,3.35,2.97,120.0,14.43,0.617,0.603,normal,51.88,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.83846,85.87279,100843,1,4.11,1.91,2.2,120.0,5.72,0.237,0.361,normal,48.72,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.87371,85.71705,87619,1,6.48,4.18,2.3000000000000007,120.0,6.47,0.451,0.321,normal,46.65,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.78673,85.70377,107371,1,6.1,4.4,1.6999999999999993,120.0,10.61,0.591,0.429,normal,54.22,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.8208,85.8173,100084,1,7.63,4.82,2.8099999999999996,120.0,0.14,0.585,0.576,normal,57.62,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.73314,85.68084,113241,1,6.05,4.18,1.87,120.0,9.09,0.311,0.434,normal,49.65,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.88349,85.79652,81647,1,1.27,0.2,1.07,120.0,1.81,0.634,0.354,normal,42.51,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.86455,86.13249,86003,1,1.62,0.2,1.4200000000000002,120.0,4.26,0.53,0.29,normal,40.0,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.97655,85.84795,93002,1,6.43,5.23,1.1999999999999993,120.0,8.02,0.492,0.403,normal,44.13,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.8524,85.72654,94591,1,3.17,1.71,1.46,120.0,8.47,0.377,0.136,normal,44.02,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.8627,85.92231,90741,1,5.02,2.08,2.9399999999999995,120.0,3.85,0.562,0.389,normal,53.67,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.86129,85.92215,107989,1,0.86,0.2,0.6599999999999999,120.0,7.01,0.602,0.517,normal,44.95,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.79182,85.84708,107640,1,4.45,1.81,2.64,120.0,13.35,0.675,0.52,normal,51.84,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.86806,85.83048,107663,1,3.23,0.22,3.01,120.0,13.52,0.748,0.166,normal,56.98,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.97258,85.91291,99846,1,1.43,0.2,1.23,120.0,11.74,0.857,0.742,normal,44.78,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Puri,19.66309,85.69545,95622,1,2.92,1.21,1.71,120.0,4.65,0.716,0.294,normal,50.04,Odisha,19.81,85.83,1,6.91,3.91,3.0,1282.0,8.65,0.317,0.651
Odisha,Rayagada,18.97592,83.19593,88914,0,4.39,2.25,2.1399999999999997,120.0,4.79,0.884,0.345,normal,39.79,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.05015,83.36592,107083,0,5.2,4.1,1.1000000000000005,120.0,0.43,0.864,0.648,normal,41.9,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.03882,83.45322,96310,0,3.83,1.92,1.9100000000000001,120.0,13.52,0.455,0.487,normal,35.4,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,18.92963,83.5339,92678,0,7.42,5.88,1.54,120.0,0.41,0.459,0.79,normal,38.39,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.26052,83.31927,100981,0,2.39,0.2,2.19,120.0,11.76,0.728,0.169,normal,40.57,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.14691,83.31752,89259,0,8.21,7.69,0.5200000000000005,120.0,2.79,0.366,0.827,normal,28.78,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.24351,83.32818,85239,0,3.24,2.24,1.0,120.0,9.12,0.384,0.242,normal,29.33,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,18.98321,83.60788,97558,0,4.02,2.81,1.2099999999999995,120.0,9.14,0.237,0.827,normal,30.19,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.19063,83.31509,77130,0,5.53,5.0,0.5300000000000002,120.0,14.36,0.296,0.386,normal,21.11,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.3238,83.49389,93009,0,3.21,1.01,2.2,120.0,3.45,0.698,0.846,normal,37.86,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.08385,83.58746,104621,0,5.04,4.2,0.8399999999999999,120.0,8.53,0.838,0.666,normal,35.37,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.36033,83.1437,75940,0,6.32,5.66,0.6600000000000001,120.0,0.23,0.365,0.724,normal,31.63,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.07571,83.32777,82382,0,8.81,7.32,1.4900000000000002,120.0,8.03,0.578,0.813,normal,29.02,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.15711,83.33392,92214,0,2.54,1.99,0.55,120.0,4.17,0.83,0.851,normal,32.6,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.13969,83.27098,92183,0,7.4,4.76,2.6400000000000006,120.0,4.94,0.508,0.683,normal,37.68,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.13637,83.52063,83472,0,7.11,4.86,2.25,120.0,15.5,0.788,0.475,normal,32.27,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,18.85979,83.45581,102631,0,4.07,3.33,0.7400000000000002,120.0,9.85,0.679,0.721,normal,30.95,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.09126,83.42428,101120,0,5.11,3.66,1.4500000000000002,120.0,4.29,0.772,0.723,normal,34.77,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,18.82571,83.24963,96717,0,7.09,5.46,1.63,120.0,13.93,0.481,0.769,normal,34.75,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.19163,83.56782,81274,0,4.04,3.4,0.6400000000000001,120.0,1.34,0.356,0.221,normal,28.57,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.10334,83.24989,75412,0,6.69,4.77,1.9200000000000008,120.0,0.31,0.396,0.41,normal,36.49,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Rayagada,19.0127,83.51574,97579,0,5.13,4.34,0.79,120.0,2.38,0.366,0.53,normal,29.15,Odisha,19.17,83.42,0,3.48,1.4,2.08,1612.5,12.34,0.316,0.844
Odisha,Sambalpur,21.47329,83.97447,83315,0,7.02,5.05,1.9699999999999998,120.0,12.0,0.292,0.211,normal,31.03,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.11979,83.93673,91599,0,3.46,2.22,1.2399999999999998,120.0,4.37,0.845,0.573,normal,33.11,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.51192,84.08841,93990,0,3.3,1.94,1.3599999999999999,120.0,10.0,0.572,0.158,normal,36.92,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.44328,84.06022,92440,0,5.54,4.06,1.4800000000000004,120.0,8.06,0.843,0.543,normal,37.87,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.47946,84.13477,97726,0,7.81,5.33,2.4799999999999995,120.0,5.83,0.891,0.493,normal,40.55,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.74296,84.15242,82736,0,2.87,1.63,1.2400000000000002,120.0,15.35,0.588,0.729,normal,30.84,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.2202,83.89278,94946,0,6.79,5.5,1.29,120.0,7.91,0.797,0.315,normal,39.03,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.43945,83.88961,86765,0,2.32,0.2,2.1199999999999997,120.0,3.3,0.503,0.61,normal,37.83,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.58328,84.2348,87301,0,5.11,4.08,1.0300000000000002,120.0,5.44,0.433,0.341,normal,31.04,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.37793,83.87871,85974,0,6.96,5.61,1.3499999999999996,120.0,3.66,0.248,0.799,normal,28.37,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.74636,83.86864,87905,0,8.06,7.37,0.6900000000000004,120.0,2.98,0.592,0.176,normal,28.46,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.34148,84.07511,105751,0,4.67,1.8,2.87,120.0,12.74,0.839,0.634,normal,41.43,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.38232,84.05575,84539,0,3.37,2.31,1.06,120.0,0.48,0.241,0.36,normal,32.33,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.33758,84.10167,89688,0,4.24,3.74,0.5,120.0,10.78,0.243,0.842,normal,26.73,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.26041,83.82543,93600,0,4.3,2.22,2.0799999999999996,120.0,2.85,0.861,0.318,normal,40.56,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.48361,84.08923,103670,0,6.47,4.71,1.7599999999999998,120.0,13.97,0.853,0.568,normal,42.3,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.52918,84.20223,102070,0,6.02,5.42,0.5999999999999996,120.0,1.23,0.736,0.435,normal,37.56,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.62236,84.0259,91690,0,4.44,2.46,1.9800000000000004,120.0,3.48,0.374,0.429,normal,36.48,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.63404,83.76315,103262,0,2.96,2.17,0.79,120.0,3.48,0.663,0.84,normal,32.51,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.46425,84.02503,88541,0,4.13,2.93,1.1999999999999997,120.0,14.6,0.464,0.264,normal,32.07,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.52955,84.07782,89005,0,5.48,3.56,1.9200000000000004,120.0,9.52,0.388,0.529,normal,36.86,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Sambalpur,21.52835,83.93133,96476,0,1.64,0.66,0.9799999999999999,120.0,9.54,0.35,0.126,normal,30.96,Odisha,21.47,83.97,0,3.1,2.51,0.59,1462.7,6.06,0.829,0.759
Odisha,Subarnapur,20.76065,83.84202,90990,0,3.76,3.11,0.6499999999999999,120.0,10.22,0.809,0.839,normal,32.52,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,21.0215,83.95045,91067,0,6.75,5.91,0.8399999999999999,120.0,0.21,0.45,0.198,normal,36.55,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.75977,84.25196,95310,0,2.39,1.34,1.05,120.0,10.15,0.9,0.521,normal,34.77,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.87395,84.12287,95375,0,4.23,1.48,2.7500000000000004,120.0,4.66,0.268,0.82,normal,38.95,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.96523,83.83392,92170,0,5.34,2.55,2.79,120.0,8.54,0.462,0.341,normal,38.2,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.8585,83.80106,91494,0,3.79,2.12,1.67,120.0,14.92,0.682,0.161,normal,35.83,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.6524,83.88395,90606,0,7.65,6.52,1.1300000000000008,120.0,0.24,0.367,0.28,normal,34.68,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.81406,84.10246,94630,0,8.69,6.16,2.5299999999999994,120.0,6.32,0.432,0.559,normal,36.87,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.73728,83.72819,86230,0,8.5,7.42,1.08,120.0,8.16,0.65,0.203,normal,30.51,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.78713,84.10276,77746,0,5.46,4.52,0.9400000000000004,120.0,10.78,0.241,0.711,normal,23.11,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.82344,83.88947,80803,0,3.21,0.82,2.39,120.0,11.53,0.548,0.546,normal,36.05,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.84987,84.02188,84404,0,6.93,6.23,0.6999999999999993,120.0,12.81,0.357,0.671,normal,27.85,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.67744,83.84741,84489,0,6.29,3.93,2.36,120.0,15.28,0.732,0.868,normal,35.96,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.88914,83.84617,73249,0,3.55,2.83,0.7199999999999998,120.0,2.68,0.57,0.122,normal,28.69,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.93502,83.90678,99251,0,6.84,5.68,1.1600000000000001,120.0,10.63,0.769,0.158,normal,37.27,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.97657,83.90854,85921,0,2.96,1.78,1.18,120.0,6.78,0.414,0.369,normal,30.24,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.79994,83.72064,89094,0,2.67,0.2,2.4699999999999998,120.0,1.94,0.308,0.494,normal,36.77,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.92966,83.89631,80131,0,4.02,3.0,1.0199999999999996,120.0,10.71,0.789,0.558,normal,31.19,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.65519,83.93461,78706,0,3.72,1.29,2.43,120.0,7.92,0.309,0.197,normal,37.15,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.92013,84.02792,88028,0,7.35,6.54,0.8099999999999996,120.0,9.33,0.862,0.553,normal,33.14,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.92897,83.93426,87150,0,2.39,1.19,1.2000000000000002,120.0,10.14,0.82,0.235,normal,31.83,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Subarnapur,20.95991,83.94108,78665,0,6.56,5.64,0.9199999999999999,120.0,6.96,0.324,0.142,normal,26.11,Odisha,20.84,83.9,0,3.75,0.96,2.79,1233.1,8.34,0.422,0.859
Odisha,Sundargarh,22.31244,84.06938,97626,0,7.59,6.42,1.17,120.0,14.38,0.789,0.51,normal,36.74,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.20509,83.94166,88722,0,6.22,5.02,1.2000000000000002,120.0,8.49,0.703,0.313,normal,32.56,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.30328,83.97443,79421,0,7.19,5.15,2.04,120.0,8.53,0.373,0.276,normal,28.41,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.04924,84.19084,105046,0,4.74,1.81,2.93,120.0,6.85,0.693,0.505,normal,41.18,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.07812,84.04856,72641,0,5.6,3.96,1.6399999999999997,120.0,3.94,0.764,0.307,normal,34.34,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.06226,84.00111,89369,0,8.1,7.39,0.71,120.0,5.73,0.863,0.222,normal,33.47,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.21787,84.0024,78561,0,3.59,2.8,0.79,120.0,1.77,0.232,0.149,normal,28.84,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,21.97675,83.96888,89708,0,5.38,4.19,1.1899999999999995,120.0,0.67,0.71,0.804,normal,36.84,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.18303,84.02681,99499,0,5.89,5.34,0.5499999999999998,120.0,7.47,0.775,0.888,normal,32.3,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.28371,84.03908,104481,0,4.8,3.97,0.8299999999999996,120.0,1.2,0.573,0.163,normal,37.25,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.01475,83.88952,82047,0,7.48,6.68,0.8000000000000007,120.0,6.02,0.52,0.66,normal,26.48,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.07092,84.08111,91740,0,2.9,0.2,2.6999999999999997,120.0,10.75,0.429,0.528,normal,35.95,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.08465,83.82165,109084,0,8.06,7.14,0.9200000000000008,120.0,14.48,0.382,0.136,normal,35.8,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.06222,84.02184,94058,0,7.49,6.48,1.0099999999999998,120.0,3.66,0.339,0.219,normal,29.71,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.19762,84.0255,88188,0,6.11,5.12,0.9900000000000002,120.0,8.06,0.687,0.623,normal,33.65,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.08409,84.16752,94482,0,8.3,7.19,1.1100000000000003,120.0,15.84,0.888,0.326,normal,33.64,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.2557,84.31058,95163,0,6.95,6.0,0.9500000000000002,120.0,6.48,0.647,0.85,normal,33.05,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.1305,83.99446,86648,0,4.96,3.97,0.9899999999999998,120.0,5.32,0.246,0.431,normal,29.27,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.17569,84.04182,85368,0,2.6,2.01,0.5900000000000003,120.0,5.3,0.577,0.272,normal,32.43,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.17554,84.06612,78509,0,5.4,4.66,0.7400000000000002,120.0,11.31,0.748,0.148,normal,25.98,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.21305,84.0744,84830,0,7.29,5.81,1.4800000000000004,120.0,8.38,0.748,0.668,normal,34.37,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
Odisha,Sundargarh,22.24211,84.02238,103295,0,3.01,0.72,2.29,120.0,8.65,0.674,0.18,normal,41.28,Odisha,22.12,84.03,0,2.62,2.01,0.61,1358.5,15.88,0.873,0.711
