state,district,latitude,longitude,water_bodies_count,coastal_exposure,pre_monsoon_water_table_m_bgl,post_monsoon_water_table_m_bgl,seasonal_rise_m,monsoon_rainfall_mm,river_proximity_km,urban_drainage_stress,wetland_buffer_index,rainfall_scenario,flood_risk_score
Odisha,Ganjam,19.11214,84.70005,108100,1,3.7,0.54,3.16,120,8.81,0.869,0.502,normal,53.9
Odisha,Ganjam,19.23146,84.64859,102149,1,2.26,0.2,2.06,120,3.76,0.301,0.663,normal,47.56
Odisha,Ganjam,19.23234,84.65872,104697,1,5.75,4.7,1.05,120,14.07,0.811,0.85,normal,46.7
Odisha,Ganjam,19.4383,84.80768,111429,1,4.44,2.96,1.48,120,1.08,0.599,0.361,normal,53.11
Odisha,Ganjam,19.48481,84.80058,98328,1,5.56,4.09,1.47,120,14.65,0.459,0.129,normal,48.91
Odisha,Ganjam,19.31504,84.80005,101706,1,4.24,2.66,1.58,120,6.18,0.276,0.162,normal,44.57
Odisha,Ganjam,19.44077,84.89537,105785,1,1.79,0.2,1.59,120,11.55,0.828,0.66,normal,50.21
Odisha,Ganjam,19.26129,84.69604,96227,1,5.78,4.3,1.48,120,3.11,0.231,0.502,normal,44.69
Odisha,Ganjam,19.31072,84.70107,99451,1,2.16,0.2,1.96,120,4.94,0.537,0.772,normal,48.47
Odisha,Jagatsinghpur,20.30192,86.14591,101970,1,1.97,0.2,1.77,120,3.48,0.378,0.346,normal,48.07
Odisha,Jagatsinghpur,20.43863,86.51254,93211,1,4.22,3.1,1.12,120,3.02,0.592,0.318,normal,44.27
Odisha,Jagatsinghpur,20.2259,86.16195,90668,1,2.2,0.2,2.0,120,7.49,0.483,0.413,normal,48.02
Odisha,Jagatsinghpur,20.24686,86.22829,97574,1,5.69,3.37,2.32,120,1.77,0.721,0.235,normal,52.64
Odisha,Jagatsinghpur,20.17095,86.3568,90749,1,6.97,4.55,2.42,120,4.31,0.587,0.404,normal,45.43
Odisha,Jagatsinghpur,20.37125,85.92251,95736,1,4.64,2.54,2.1,120,3.78,0.328,0.525,normal,45.38
Odisha,Jagatsinghpur,20.24683,86.24467,99349,1,4.59,2.76,1.84,120,4.62,0.609,0.639,normal,46.26
Odisha,Jagatsinghpur,20.34745,86.18757,92971,1,2.62,1.11,1.5,120,3.21,0.731,0.762,normal,46.68
Odisha,Jagatsinghpur,20.1946,86.34482,103689,1,7.52,5.92,1.61,120,10.17,0.432,0.771,normal,43.78
Odisha,Jagatsinghpur,20.19452,86.1892,109076,1,3.98,2.44,1.55,120,0.48,0.549,0.445,normal,53.35
Odisha,Jagatsinghpur,20.27501,86.37178,96579,1,2.57,0.2,2.37,120,3.08,0.341,0.859,normal,46.66
Odisha,Jagatsinghpur,20.31796,86.18217,96388,1,6.15,4.73,1.42,120,8.55,0.722,0.823,normal,42.82
Odisha,Jagatsinghpur,20.46216,86.13023,99897,1,2.82,0.2,2.62,120,2.41,0.419,0.393,normal,49.49
Odisha,Jagatsinghpur,20.07901,86.22233,87759,1,5.28,2.08,3.2,120,5.93,0.886,0.691,normal,52.85
Odisha,Jagatsinghpur,20.30619,86.21028,108032,1,1.04,0.2,0.84,120,2.89,0.88,0.529,normal,47.72
Odisha,Jagatsinghpur,20.32522,86.15852,101705,1,4.76,3.71,1.05,120,11.01,0.808,0.431,normal,45.6
Odisha,Jagatsinghpur,20.35032,85.98968,101347,1,5.61,3.52,2.09,120,9.9,0.834,0.712,normal,46.97
Odisha,Jagatsinghpur,20.13538,86.05324,92949,1,5.45,3.26,2.19,120,1.18,0.356,0.783,normal,46.74
Odisha,Jagatsinghpur,20.39768,86.09192,110137,1,7.53,6.67,0.86,120,11.46,0.724,0.164,normal,46.9
Odisha,Jagatsinghpur,20.28124,86.16523,86688,1,1.6,0.2,1.4,120,2.0,0.346,0.769,normal,41.48
Odisha,Jagatsinghpur,20.274,86.29866,103700,1,3.08,1.24,1.84,120,6.11,0.382,0.161,normal,46.05
Odisha,Jagatsinghpur,20.28044,86.16634,100712,1,6.76,5.42,1.34,120,3.08,0.524,0.237,normal,46.19
Odisha,Jajpur,20.77682,86.19034,84893,0,7.2,4.52,2.69,120,10.17,0.818,0.363,normal,39.95
Odisha,Jajpur,20.98622,86.53724,97006,0,1.68,1.11,0.57,120,0.6,0.377,0.853,normal,34.31
Odisha,Jajpur,20.81438,86.42604,83323,0,4.04,2.08,1.96,120,2.36,0.418,0.246,normal,37.05
Odisha,Jajpur,20.83545,86.33596,93633,0,3.01,1.55,1.46,120,12.11,0.403,0.681,normal,35.75
Odisha,Jajpur,20.74371,86.52698,83733,0,2.86,0.93,1.93,120,14.37,0.481,0.791,normal,34.12
Odisha,Jajpur,20.78454,86.44663,97090,0,8.44,7.91,0.54,120,12.93,0.354,0.671,normal,29.27
Odisha,Jajpur,20.61954,86.46191,88116,0,7.51,6.41,1.1,120,4.64,0.466,0.768,normal,28.33
Odisha,Jajpur,20.85892,86.29462,77879,0,8.66,8.04,0.62,120,13.3,0.354,0.643,normal,25.53
Odisha,Jajpur,20.99458,86.39883,108438,0,2.58,1.87,0.71,120,8.19,0.29,0.165,normal,32.44
Odisha,Jajpur,20.56646,86.44949,101505,0,4.87,4.34,0.53,120,0.55,0.773,0.488,normal,36.96
Odisha,Jajpur,20.67572,86.38126,100722,0,3.31,2.71,0.6,120,2.62,0.747,0.268,normal,36.25
Odisha,Jajpur,20.96551,86.42333,76535,0,5.7,3.55,2.14,120,1.2,0.426,0.658,normal,34.26
Odisha,Jajpur,21.02905,86.17156,97626,0,7.22,6.11,1.12,120,8.73,0.525,0.402,normal,31.8
Odisha,Jajpur,20.83824,86.43056,95380,0,1.68,0.8,0.88,120,12.07,0.331,0.852,normal,30.36
Odisha,Jajpur,20.95176,86.31561,80813,0,2.41,0.2,2.21,120,6.77,0.817,0.85,normal,33.86
Odisha,Jajpur,20.85062,86.23688,82396,0,5.73,4.58,1.15,120,15.76,0.635,0.149,normal,31.49
Odisha,Jajpur,20.91348,86.28695,94294,0,7.05,6.48,0.58,120,4.07,0.707,0.236,normal,33.75
Odisha,Jajpur,20.74685,86.52137,98225,0,3.45,2.66,0.79,120,14.23,0.85,0.703,normal,32.8
Odisha,Jajpur,21.04557,86.27238,101527,0,3.88,1.62,2.26,120,11.7,0.485,0.714,normal,38.05
Odisha,Jajpur,20.75549,86.44345,103328,0,4.21,2.9,1.31,120,4.32,0.894,0.586,normal,36.91
Odisha,Jajpur,20.58894,86.56571,85244,0,3.25,2.72,0.54,120,9.52,0.283,0.509,normal,25.89
Odisha,Jajpur,20.75926,86.14085,98040,0,4.93,4.36,0.56,120,1.37,0.533,0.6,normal,35.66
Odisha,Jharsuguda,21.8109,84.20248,88281,0,2.6,0.2,2.4,120,12.04,0.833,0.634,normal,36.13
Odisha,Jharsuguda,21.80474,84.00152,98353,0,2.65,1.11,1.54,120,3.22,0.749,0.832,normal,39.44
Odisha,Jharsuguda,21.71726,83.81058,87680,0,2.87,1.12,1.76,120,7.14,0.606,0.445,normal,33.92
Odisha,Jharsuguda,21.9991,83.88949,85113,0,5.17,3.52,1.65,120,12.98,0.491,0.774,normal,30.41
Odisha,Jharsuguda,21.99993,84.23373,80833,0,2.18,1.33,0.85,120,15.66,0.348,0.18,normal,28.29
Odisha,Jharsuguda,22.0178,84.08305,96382,0,2.3,0.2,2.1,120,10.29,0.406,0.497,normal,36.62
Odisha,Jharsuguda,21.87487,84.08704,78477,0,1.86,0.35,1.51,120,15.07,0.269,0.641,normal,28.65
Odisha,Jharsuguda,21.95946,84.07932,109631,0,3.89,2.04,1.85,120,3.52,0.391,0.34,normal,42.75
Odisha,Jharsuguda,21.87243,84.05862,88880,0,3.97,1.82,2.15,120,11.29,0.267,0.635,normal,35.2
Odisha,Jharsuguda,21.79082,84.20764,94240,0,5.56,3.07,2.49,120,4.44,0.354,0.149,normal,38.95
Odisha,Jharsuguda,21.7624,84.05199,95977,0,2.74,0.2,2.54,120,5.28,0.775,0.746,normal,42.83
Odisha,Jharsuguda,21.75136,83.93361,100910,0,1.92,0.81,1.12,120,4.57,0.427,0.146,normal,35.24
Odisha,Jharsuguda,21.94887,83.81754,96592,0,6.07,3.99,2.08,120,2.34,0.814,0.211,normal,40.13
Odisha,Jharsuguda,21.84838,83.92624,80208,0,8.48,7.17,1.31,120,13.58,0.65,0.777,normal,33.6
Odisha,Jharsuguda,21.94827,84.08621,91129,0,3.95,1.86,2.09,120,14.91,0.888,0.796,normal,37.15
Odisha,Jharsuguda,21.83015,84.05688,76214,0,4.92,2.56,2.36,120,13.77,0.362,0.241,normal,33.76
Odisha,Jharsuguda,21.79519,84.00767,70728,0,5.71,3.39,2.33,120,13.87,0.35,0.652,normal,30.08
Odisha,Jharsuguda,22.05704,83.92009,91334,0,8.69,7.56,1.13,120,7.77,0.318,0.452,normal,30.51
Odisha,Jharsuguda,21.71663,83.93609,85956,0,8.7,6.61,2.09,120,6.12,0.577,0.401,normal,35.38
Odisha,Jharsuguda,21.83027,84.13054,88272,0,7.89,6.33,1.56,120,13.81,0.655,0.574,normal,36.53
Odisha,Jharsuguda,22.09684,84.00565,96397,0,4.91,2.15,2.76,120,3.27,0.244,0.543,normal,38.77
Odisha,Jharsuguda,21.88334,84.11048,93136,0,4.05,3.32,0.72,120,14.3,0.331,0.701,normal,30.76
Odisha,Kalahandi,20.13914,83.27894,71389,0,5.17,3.1,2.07,120,5.07,0.311,0.357,normal,31.73
Odisha,Kalahandi,19.82509,83.30623,85781,0,3.06,0.69,2.37,120,7.03,0.776,0.639,normal,41.57
Odisha,Kalahandi,19.93339,83.19497,82316,0,3.35,0.86,2.49,120,3.68,0.657,0.703,normal,36.48
Odisha,Kalahandi,20.03787,83.03889,100459,0,5.41,2.87,2.54,120,14.38,0.222,0.272,normal,36.69
Odisha,Kalahandi,19.99218,83.10267,80352,0,5.07,2.9,2.17,120,4.58,0.417,0.54,normal,33.72
Odisha,Kalahandi,19.95901,83.28659,81782,0,1.64,0.92,0.72,120,15.8,0.819,0.276,normal,26.57
Odisha,Kalahandi,19.85587,83.27671,90796,0,7.61,5.88,1.73,120,12.31,0.881,0.565,normal,34.22
Odisha,Kalahandi,19.89165,83.06479,82048,0,7.27,5.73,1.54,120,2.1,0.858,0.616,normal,33.8
Odisha,Kalahandi,19.92924,83.11825,96292,0,8.87,6.22,2.65,120,4.69,0.718,0.141,normal,42.13
Odisha,Kalahandi,19.71701,83.05847,86119,0,4.81,3.4,1.41,120,2.22,0.241,0.87,normal,27.75
Odisha,Kalahandi,19.89341,83.18209,91477,0,8.04,7.12,0.92,120,9.48,0.894,0.839,normal,29.41
Odisha,Kalahandi,19.90717,83.09884,107215,0,8.85,7.6,1.24,120,7.43,0.816,0.66,normal,36.57
Odisha,Kalahandi,19.7469,83.17191,95504,0,7.27,6.41,0.87,120,3.25,0.449,0.194,normal,31.71
Odisha,Kalahandi,19.75754,83.26841,96700,0,8.38,6.7,1.69,120,5.8,0.393,0.122,normal,36.42
Odisha,Kalahandi,19.87782,83.07708,113161,0,1.78,0.2,1.58,120,12.57,0.625,0.491,normal,39.41
Odisha,Kalahandi,19.83193,83.10258,100760,0,6.44,5.84,0.6,120,8.48,0.897,0.88,normal,35.89
Odisha,Kalahandi,19.87538,83.08216,93990,0,7.83,5.52,2.3,120,13.74,0.356,0.196,normal,36.65
Odisha,Kalahandi,19.85606,83.11338,96022,0,3.16,1.55,1.61,120,5.52,0.904,0.549,normal,35.14
Odisha,Kalahandi,19.93214,83.20369,82310,0,8.08,6.98,1.1,120,10.57,0.223,0.299,normal,30.89
Odisha,Kalahandi,20.06121,83.15659,87561,0,7.86,6.4,1.46,120,14.36,0.69,0.477,normal,33.67
Odisha,Kalahandi,19.8428,83.0433,82054,0,2.14,0.35,1.79,120,5.85,0.854,0.735,normal,35.44
Odisha,Kalahandi,19.87331,83.08633,85395,0,5.88,3.15,2.73,120,6.82,0.505,0.195,normal,41.51
Odisha,Kandhamal,20.77112,84.37999,81328,0,4.06,2.29,1.78,120,1.84,0.877,0.374,normal,37.26
Odisha,Kandhamal,20.63387,84.45727,83092,0,2.35,0.28,2.07,120,14.98,0.362,0.343,normal,28.67
Odisha,Kandhamal,20.59677,84.25,92100,0,7.31,6.21,1.1,120,13.99,0.57,0.474,normal,31.68
Odisha,Kandhamal,20.4847,84.23325,94823,0,8.89,8.1,0.79,120,7.81,0.556,0.822,normal,30.28
Odisha,Kandhamal,20.47387,84.0604,99254,0,3.03,1.94,1.09,120,13.35,0.905,0.435,normal,36.22
Odisha,Kandhamal,20.53394,84.16504,95025,0,5.61,3.24,2.37,120,15.7,0.478,0.734,normal,37.89
Odisha,Kandhamal,20.59899,84.40303,91960,0,3.88,2.94,0.94,120,11.7,0.271,0.174,normal,28.2
Odisha,Kandhamal,20.54709,84.26065,86199,0,2.99,0.65,2.34,120,14.82,0.908,0.215,normal,36.21
Odisha,Kandhamal,20.56029,84.16935,87876,0,5.91,4.04,1.87,120,6.17,0.667,0.638,normal,35.28
Odisha,Kandhamal,20.71007,84.47919,97763,0,4.08,3.51,0.57,120,14.97,0.67,0.339,normal,34.88
Odisha,Kandhamal,20.52579,84.20319,79736,0,5.12,3.44,1.68,120,4.04,0.226,0.868,normal,29.29
Odisha,Kandhamal,20.47295,84.54728,91459,0,7.37,4.76,2.62,120,2.84,0.33,0.158,normal,35.58
Odisha,Kandhamal,20.35097,84.37111,87507,0,8.25,7.51,0.74,120,2.04,0.842,0.785,normal,33.02
Odisha,Kandhamal,20.57458,84.20377,102329,0,5.17,3.79,1.38,120,2.25,0.504,0.133,normal,39.5
Odisha,Kandhamal,20.50378,84.24596,90834,0,6.26,5.05,1.21,120,6.37,0.716,0.507,normal,31.27
Odisha,Kandhamal,20.41122,83.96429,81627,0,8.81,7.26,1.55,120,4.45,0.34,0.494,normal,31.25
Odisha,Kandhamal,20.56893,84.15341,79353,0,2.91,0.25,2.66,120,11.18,0.649,0.742,normal,37.47
Odisha,Kandhamal,20.66003,84.20883,91825,0,7.62,4.74,2.88,120,11.59,0.248,0.157,normal,40.58
Odisha,Kandhamal,20.4648,84.29194,81883,0,2.91,0.2,2.71,120,7.47,0.7,0.624,normal,38.28
Odisha,Kandhamal,20.58708,84.19363,93183,0,6.36,4.77,1.59,120,9.49,0.26,0.277,normal,37.1
Odisha,Kandhamal,20.34906,84.07138,83690,0,1.53,0.63,0.91,120,10.04,0.861,0.446,normal,35.7
Odisha,Kandhamal,20.4995,84.23449,89696,0,8.61,6.93,1.68,120,14.13,0.917,0.709,normal,36.79
Odisha,Kendrapara,20.26679,86.62341,90478,1,0.88,0.2,0.68,120,12.83,0.747,0.434,normal,39.25
Odisha,Kendrapara,20.524,86.42215,96133,1,4.3,2.82,1.49,120,7.42,0.298,0.407,normal,41.41
Odisha,Kendrapara,20.5282,86.67838,96432,1,6.42,3.25,3.17,120,4.57,0.658,0.814,normal,49.22
Odisha,Kendrapara,20.53355,86.33985,100930,1,1.52,0.2,1.32,120,9.55,0.532,0.334,normal,41.84
Odisha,Kendrapara,20.60601,86.25141,101814,1,2.21,0.2,2.01,120,2.27,0.446,0.713,normal,45.74
Odisha,Kendrapara,20.08769,86.45136,108182,1,6.44,5.47,0.97,120,9.34,0.707,0.575,normal,43.77
Odisha,Kendrapara,20.70557,86.41509,88925,1,3.4,2.06,1.33,120,0.97,0.527,0.496,normal,44.13
Odisha,Kendrapara,20.64163,86.38203,112610,1,0.83,0.2,0.63,120,6.63,0.768,0.768,normal,44.8
Odisha,Kendrapara,20.29757,86.34418,98544,1,3.72,1.91,1.81,120,7.27,0.388,0.17,normal,47.48
Odisha,Kendrapara,20.53483,86.45885,94210,1,4.61,1.39,3.22,120,1.58,0.881,0.779,normal,58.89
Odisha,Kendrapara,20.55153,86.35846,104984,1,5.51,3.66,1.85,120,11.17,0.44,0.774,normal,48.59
Odisha,Kendrapara,20.47888,86.3165,102350,1,1.59,0.39,1.2,120,15.2,0.591,0.877,normal,43.82
Odisha,Kendrapara,20.36874,86.33093,101608,1,5.73,3.81,1.92,120,5.7,0.832,0.794,normal,50.39
Odisha,Kendrapara,20.52407,86.38203,119047,1,8.08,5.97,2.1,120,9.43,0.461,0.206,normal,51.71
Odisha,Kendrapara,20.29601,86.45295,94212,1,3.45,0.2,3.25,120,12.55,0.291,0.562,normal,49.0
Odisha,Kendrapara,20.45654,86.40032,84738,1,5.25,1.93,3.32,120,1.8,0.611,0.831,normal,49.84
Odisha,Kendrapara,20.50809,86.3935,109585,1,1.48,0.2,1.28,120,1.7,0.272,0.498,normal,44.53
Odisha,Kendrapara,20.57598,86.37847,90000,1,6.99,5.09,1.9,120,11.47,0.901,0.83,normal,45.05
Odisha,Kendrapara,20.21309,86.449,99510,1,2.53,0.2,2.33,120,10.8,0.666,0.291,normal,47.9
Odisha,Kendrapara,20.48453,86.3889,108675,1,5.81,2.71,3.1,120,0.33,0.247,0.525,normal,55.92
Odisha,Kendrapara,20.56438,86.48616,92272,1,3.21,1.86,1.36,120,9.95,0.334,0.538,normal,38.74
Odisha,Kendrapara,20.53367,86.15944,105097,1,5.42,2.81,2.61,120,11.98,0.755,0.573,normal,54.31
Odisha,Kendujhar,21.60096,85.79918,97772,0,8.4,7.77,0.63,120,5.18,0.72,0.781,normal,34.2
Odisha,Kendujhar,21.66704,85.72541,95745,0,6.89,5.35,1.55,120,6.45,0.74,0.377,normal,39.41
Odisha,Kendujhar,21.70812,85.43615,80834,0,4.99,3.89,1.09,120,5.77,0.422,0.457,normal,30.57
Odisha,Kendujhar,21.49578,85.44944,98737,0,1.97,0.2,1.77,120,3.74,0.67,0.707,normal,35.39
Odisha,Kendujhar,21.4708,85.5966,77667,0,2.62,0.2,2.42,120,10.95,0.365,0.302,normal,32.38
Odisha,Kendujhar,21.74502,85.80906,105526,0,8.48,5.7,2.78,120,4.84,0.459,0.438,normal,44.54
Odisha,Kendujhar,21.6456,85.55272,97914,0,4.94,2.97,1.97,120,3.16,0.4,0.716,normal,37.17
Odisha,Kendujhar,21.80592,85.54002,96008,0,3.63,1.91,1.71,120,13.76,0.893,0.786,normal,40.21
Odisha,Kendujhar,21.60708,85.29714,88546,0,6.86,4.25,2.61,120,3.38,0.436,0.468,normal,37.65
Odisha,Kendujhar,21.60233,85.31177,84179,0,8.64,5.81,2.83,120,1.49,0.87,0.339,normal,39.99
Odisha,Kendujhar,21.50406,85.54025,97621,0,4.85,1.86,2.99,120,14.6,0.6,0.254,normal,42.44
Odisha,Kendujhar,21.64769,85.69524,100962,0,4.6,3.41,1.19,120,13.88,0.747,0.363,normal,34.79
Odisha,Kendujhar,21.63631,85.60337,109929,0,8.78,6.91,1.88,120,4.94,0.273,0.612,normal,39.98
Odisha,Kendujhar,21.65243,85.4812,79270,0,6.06,4.53,1.52,120,10.41,0.39,0.291,normal,29.04
Odisha,Kendujhar,21.59836,85.7712,85198,0,8.79,8.2,0.6,120,6.8,0.301,0.156,normal,27.84
Odisha,Kendujhar,21.62028,85.45796,91160,0,3.51,2.1,1.4,120,0.44,0.355,0.144,normal,39.49
Odisha,Kendujhar,21.25573,85.50486,90147,0,2.55,0.52,2.03,120,8.09,0.571,0.293,normal,37.78
Odisha,Kendujhar,21.76463,85.37057,89105,0,4.44,3.53,0.91,120,1.32,0.581,0.134,normal,34.66
Odisha,Kendujhar,21.72694,85.5906,90237,0,7.99,6.57,1.42,120,1.03,0.754,0.379,normal,37.26
Odisha,Kendujhar,21.5484,85.71782,83162,0,6.13,3.43,2.7,120,9.84,0.554,0.299,normal,37.35
Odisha,Kendujhar,21.63494,85.71801,111810,0,2.7,1.17,1.53,120,11.68,0.722,0.345,normal,38.41
Odisha,Kendujhar,21.73918,85.78985,96289,0,2.05,0.77,1.28,120,4.72,0.833,0.867,normal,36.78
Odisha,Khordha,20.21144,85.55148,97281,0,4.8,3.71,1.09,120,4.52,0.764,0.54,normal,35.63
Odisha,Khordha,20.02508,85.57439,101190,0,4.6,2.48,2.12,120,15.1,0.8,0.633,normal,38.64
Odisha,Khordha,20.2856,85.63384,97117,0,8.63,7.9,0.73,120,2.37,0.753,0.39,normal,30.5
Odisha,Khordha,19.96813,85.6965,84224,0,8.42,6.97,1.45,120,7.12,0.284,0.285,normal,30.41
Odisha,Khordha,20.10971,85.74167,91328,0,7.25,5.39,1.86,120,3.17,0.86,0.769,normal,37.13
Odisha,Khordha,20.16611,85.4872,71348,0,7.88,6.0,1.89,120,4.52,0.236,0.196,normal,28.58
Odisha,Khordha,20.5753,85.63032,92185,0,3.92,1.55,2.36,120,6.19,0.812,0.148,normal,38.68
Odisha,Khordha,20.03755,85.50678,90657,0,8.55,6.04,2.51,120,8.32,0.502,0.22,normal,36.74
Odisha,Khordha,20.05085,85.47873,114316,0,7.64,5.42,2.22,120,13.52,0.7,0.571,normal,42.16
Odisha,Khordha,20.12438,85.35802,104150,0,2.74,0.36,2.38,120,5.61,0.555,0.43,normal,41.73
Odisha,Khordha,20.11431,85.43306,89894,0,5.42,4.58,0.84,120,1.61,0.259,0.233,normal,26.18
Odisha,Khordha,20.1333,85.54151,91435,0,3.56,1.2,2.37,120,2.29,0.912,0.611,normal,41.77
Odisha,Khordha,20.34169,85.68353,96857,0,7.56,5.77,1.79,120,6.7,0.72,0.643,normal,35.99
Odisha,Khordha,20.31742,85.68451,83272,0,4.07,1.11,2.96,120,2.72,0.693,0.741,normal,39.08
Odisha,Khordha,20.14509,85.71949,91045,0,4.13,2.93,1.2,120,7.68,0.555,0.66,normal,34.31
Odisha,Khordha,20.10036,85.54186,93361,0,4.21,3.18,1.04,120,6.05,0.689,0.248,normal,31.48
Odisha,Khordha,20.03807,85.73259,101061,0,4.29,2.56,1.73,120,15.41,0.491,0.178,normal,38.99
Odisha,Khordha,20.2581,85.64687,94991,0,2.71,0.2,2.51,120,14.3,0.914,0.262,normal,42.2
Odisha,Khordha,20.1916,85.50715,93924,0,2.05,0.2,1.85,120,10.38,0.649,0.661,normal,33.62
Odisha,Khordha,20.33904,85.64078,97704,0,8.31,5.94,2.38,120,11.59,0.701,0.674,normal,40.49
Odisha,Khordha,20.08106,85.51029,91071,0,5.33,2.59,2.74,120,10.58,0.899,0.659,normal,41.52
Odisha,Khordha,20.11048,85.71096,87770,0,1.65,0.2,1.45,120,11.69,0.383,0.229,normal,28.56
Odisha,Koraput,18.72789,82.61913,94359,0,4.57,2.82,1.74,120,6.01,0.601,0.564,normal,41.82
Odisha,Koraput,18.80875,82.84735,95849,0,5.78,2.92,2.86,120,0.91,0.485,0.209,normal,43.8
Odisha,Koraput,18.93201,82.64119,86336,0,7.19,6.65,0.53,120,7.63,0.309,0.819,normal,28.11
Odisha,Koraput,18.78972,82.7577,86788,0,4.1,2.64,1.45,120,15.62,0.395,0.668,normal,33.05
Odisha,Koraput,18.71611,82.63046,78752,0,3.67,0.89,2.78,120,2.19,0.827,0.302,normal,39.64
Odisha,Koraput,18.85882,82.82549,94613,0,7.26,6.49,0.77,120,9.72,0.706,0.822,normal,30.16
Odisha,Koraput,18.84803,82.74187,79445,0,8.5,5.82,2.68,120,11.32,0.55,0.206,normal,35.3
Odisha,Koraput,19.05032,82.85044,89793,0,7.42,4.9,2.51,120,3.29,0.688,0.475,normal,40.16
Odisha,Koraput,18.68817,82.75056,109045,0,3.35,1.92,1.44,120,6.63,0.756,0.481,normal,44.46
Odisha,Koraput,18.85901,82.77885,93919,0,3.37,1.93,1.44,120,4.0,0.795,0.434,normal,37.87
Odisha,Koraput,18.79092,82.4864,92133,0,5.58,3.29,2.29,120,15.58,0.766,0.388,normal,38.77
Odisha,Koraput,18.94566,82.81475,92264,0,8.65,6.18,2.47,120,1.0,0.559,0.856,normal,38.34
Odisha,Koraput,18.78449,82.73817,77243,0,3.1,0.54,2.57,120,2.09,0.613,0.665,normal,37.99
Odisha,Koraput,19.12209,82.8429,82851,0,2.86,2.19,0.67,120,2.96,0.471,0.754,normal,27.44
Odisha,Koraput,18.74805,82.98955,93663,0,6.5,4.51,1.99,120,13.28,0.48,0.543,normal,35.32
Odisha,Koraput,18.71374,82.61324,101395,0,8.06,7.46,0.6,120,4.07,0.777,0.277,normal,38.32
Odisha,Koraput,18.61528,82.63302,96483,0,4.16,3.62,0.54,120,4.17,0.732,0.223,normal,29.42
Odisha,Koraput,18.64465,82.61822,68300,0,8.88,6.39,2.49,120,7.11,0.476,0.782,normal,30.24
Odisha,Koraput,18.82034,82.73442,79839,0,2.94,2.11,0.83,120,0.36,0.757,0.857,normal,35.96
Odisha,Koraput,18.86573,82.64404,98741,0,5.78,4.04,1.75,120,12.48,0.718,0.317,normal,39.35
Odisha,Koraput,18.80507,82.83485,88278,0,7.13,6.22,0.91,120,8.78,0.503,0.693,normal,29.98
Odisha,Koraput,18.81462,82.70033,80987,0,6.96,5.5,1.46,120,14.0,0.845,0.191,normal,35.19
Odisha,Malkangiri,18.29386,81.84047,93461,0,7.7,5.29,2.41,120,6.79,0.563,0.123,normal,37.33
Odisha,Malkangiri,18.55629,81.91204,89512,0,8.2,6.16,2.04,120,6.48,0.635,0.512,normal,32.96
Odisha,Malkangiri,18.40956,81.8205,72727,0,4.33,2.18,2.15,120,13.3,0.824,0.511,normal,33.26
Odisha,Malkangiri,18.56568,81.54846,91628,0,3.63,2.79,0.84,120,2.64,0.419,0.515,normal,28.37
Odisha,Malkangiri,18.23455,81.93204,90240,0,3.43,2.45,0.99,120,13.14,0.836,0.274,normal,32.37
Odisha,Malkangiri,18.20338,81.98391,78027,0,5.45,4.91,0.55,120,1.39,0.58,0.326,normal,28.53
Odisha,Malkangiri,18.49221,81.68513,96476,0,6.57,4.99,1.58,120,8.64,0.228,0.45,normal,36.26
Odisha,Malkangiri,18.37713,81.89123,94202,0,4.67,2.01,2.66,120,12.47,0.687,0.879,normal,39.7
Odisha,Malkangiri,18.64127,82.02942,86426,0,2.73,0.56,2.17,120,13.87,0.899,0.335,normal,36.65
Odisha,Malkangiri,18.29778,82.05424,104454,0,2.91,1.58,1.33,120,11.79,0.381,0.684,normal,33.74
Odisha,Malkangiri,18.3015,82.25564,99592,0,2.97,0.21,2.76,120,11.98,0.289,0.714,normal,41.02
Odisha,Malkangiri,18.31474,81.97513,78260,0,2.24,0.2,2.04,120,3.0,0.809,0.656,normal,35.87
Odisha,Malkangiri,18.55844,82.10512,96953,0,6.3,4.7,1.6,120,9.39,0.894,0.275,normal,37.02
Odisha,Malkangiri,18.54298,81.60907,83622,0,2.72,0.2,2.52,120,11.8,0.301,0.686,normal,30.89
Odisha,Malkangiri,18.15455,81.73394,87877,0,2.51,0.2,2.31,120,1.57,0.793,0.127,normal,35.25
Odisha,Malkangiri,18.34628,81.81315,103351,0,6.31,4.1,2.2,120,1.01,0.42,0.214,normal,40.76
Odisha,Malkangiri,18.35647,81.71148,93175,0,1.77,0.86,0.91,120,13.99,0.561,0.24,normal,30.84
Odisha,Malkangiri,18.30111,81.97308,92961,0,8.72,7.61,1.12,120,5.42,0.504,0.198,normal,35.69
Odisha,Malkangiri,18.50742,81.90457,88991,0,2.81,1.43,1.37,120,7.7,0.539,0.719,normal,30.7
Odisha,Malkangiri,18.36286,81.79986,100723,0,4.07,2.21,1.85,120,0.81,0.802,0.464,normal,38.88
Odisha,Malkangiri,18.46004,81.89323,99899,0,3.54,1.75,1.78,120,11.3,0.818,0.505,normal,39.9
Odisha,Malkangiri,18.45959,81.68984,95639,0,5.71,3.34,2.37,120,7.7,0.599,0.268,normal,37.46
Odisha,Mayurbhanj,21.99539,86.73157,98853,0,8.45,6.78,1.67,120,12.9,0.814,0.853,normal,37.18
Odisha,Mayurbhanj,21.78242,86.80936,76087,0,8.65,6.07,2.57,120,15.0,0.775,0.564,normal,33.65
