State Name,District Name,Subdistrict Name,Facility Type,Facility Name,Facility Address,Latitude,Longitude,ActiveFlag_C,Location Type,Type Of Facility
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Lamataguda,,19.24821,82.77116,Y,Rural,Public
Odisha,Rayagada,Rayagada,sub_cen,Raikona,,19.24837,83.27115,Y,Rural,Public
Odisha,Ganjam,Rangeilunda,sub_cen,KANISI,,19.24851,84.76576,Y,Rural,Public
Odisha,Ganjam,Rangeilunda,sub_cen,GHOLABANDHA,,19.24942,84.8732,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Sihala,,19.25012,84.73209,Y,Rural,Public
Odisha,Rayagada,Padmapur,sub_cen,Likitipadar,,19.25016,83.98067,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Jakara,,19.25029,84.54994,Y,Rural,Public
Odisha,Rayagada,Rayagada,sub_cen,Amlabhota,,19.25055,83.43507,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Kanhuguda,,19.25087,83.06315,Y,Rural,Public
Odisha,Nabarangapur,Nawarangapur,sub_cen,Deula,,19.25091,82.4862,Y,Rural,Public
Odisha,Nabarangapur,Nawarangapur,sub_cen,Kesariguda,,19.25254,82.57558,Y,Rural,Public
Odisha,Ganjam,Chikiti,sub_cen,Chikiti,,19.25264,84.60107,Y,Rural,Public
Odisha,Rayagada,Padmapur,sub_cen,Indupur,,19.25441,83.81819,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,Kolnora,,19.25506,83.45992,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Majhidhanua,,19.25532,82.17878,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Sena Amada,,19.25534,82.19517,Y,Rural,Public
Odisha,Ganjam,Rangeilunda,sub_cen,AMBAPUA,,19.25598,84.79765,Y,Rural,Public
Odisha,Rayagada,Padmapur,sub_cen,Derigaon,,19.2569,83.75292,Y,Rural,Public
Odisha,Rayagada,Padmapur,sub_cen,Gudiabandha,,19.25802,83.80086,Y,Rural,Public
Odisha,Nabarangapur,Nandahandi,sub_cen,Podalguda,,19.25882,82.55632,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,Bheja,,19.25915,83.56086,Y,Rural,Public
Odisha,Rayagada,Rayagada,sub_cen,Karlakona,,19.25922,83.3987,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Ponduguda,,19.2593,82.28176,Y,Rural,Public
Odisha,Rayagada,Padmapur,sub_cen,Bahupadar,,19.26129,83.87072,Y,Rural,Public
Odisha,Rayagada,Rayagada,sub_cen,Jemadeipentho,,19.26144,83.42726,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Kumarada,,19.26209,84.52605,Y,Rural,Public
Odisha,Nabarangapur,Nandahandi,sub_cen,Bania,,19.26323,82.67881,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Sarkat,,19.26481,84.67655,Y,Rural,Public
Odisha,Nabarangapur,Nawarangapur,sub_cen,Basini,,19.26749,82.39401,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Kosagumuda MC,,19.26799,82.23822,Y,Rural,Public
Odisha,Ganjam,Rangeilunda,sub_cen,RANGIPUR,,19.26814,84.79629,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Digi,,19.26842,82.70669,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Charamula,,19.26878,82.74272,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Kukudabai,,19.27046,82.62751,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Deopalli,,19.27181,82.78567,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,Suri,,19.27207,83.47245,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,Bankili,,19.27265,83.60731,Y,Rural,Public
Odisha,Ganjam,Rangeilunda,sub_cen,GOUNJU,,19.27284,84.83394,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Kodipari,,19.27399,83.00961,Y,Rural,Public
Odisha,Nabarangapur,Nawarangapur,sub_cen,Pillika,,19.27607,82.50105,Y,Rural,Public
Odisha,Nabarangapur,Nandahandi,sub_cen,Dhandara,,19.27637,82.65557,Y,Rural,Public
Odisha,Gajapati,Nuagada,sub_cen,Sambalpur,,19.27638,84.08843,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Pujariguda,,19.27675,82.37014,Y,Rural,Public
Odisha,Rayagada,Padmapur,sub_cen,Akhusingi,,19.27699,83.85825,Y,Rural,Public
Odisha,Nabarangapur,Nawarangapur,sub_cen,Taragam,,19.27721,82.52337,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Ghadadhanua,,19.279,82.18328,Y,Rural,Public
Odisha,Ganjam,Rangeilunda,sub_cen,KORAPALLI,,19.28142,84.87967,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Karapada,,19.28269,84.57041,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Bomokei,,19.28441,84.54327,Y,Rural,Public
Odisha,Nabarangapur,Nawarangapur,sub_cen,Baxaguda,,19.28505,82.55901,Y,Rural,Public
Odisha,Rayagada,Padmapur,sub_cen,Saradhapur,,19.28544,83.90883,Y,Rural,Public
Odisha,Rayagada,Ramanaguda,sub_cen,Sundhi Dhamuni,,19.28564,83.62396,Y,Rural,Public
Odisha,Gajapati,Mohana,sub_cen,Jeerango,,19.28616,84.26141,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Pharsaguda,,19.28663,82.35362,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,S Pitesu,,19.28707,83.41716,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Bendalia,,19.28827,84.76525,Y,Rural,Public
Odisha,Nabarangapur,Nawarangapur,sub_cen,Jambaguda,,19.28847,82.60007,Y,Rural,Public
Odisha,Nabarangapur,Nawarangapur,sub_cen,Chatahandi,,19.28997,82.41374,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,Munising,,19.29033,83.46223,Y,Rural,Public
Odisha,Gajapati,Nuagada,sub_cen,Anuguru,,19.29074,84.03651,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Khandiaguda,,19.29126,82.74231,Y,Rural,Public
Odisha,Nabarangapur,Nandahandi,sub_cen,Mentry,,19.29144,82.67698,Y,Rural,Public
Odisha,Ganjam,Rangeilunda,sub_cen,DURA,,19.29314,84.85235,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Mohuda,,19.29321,84.73742,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Kalipalli,,19.29504,84.9259,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Kangra,,19.29609,82.63079,Y,Rural,Public
Odisha,Rayagada,Kalyansingpur,sub_cen,Seriguma,,19.29841,83.29584,Y,Rural,Public
Odisha,Ganjam,Rangeilunda,sub_cen,RANGEILUNDA,,19.29867,84.8828,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Bajragada,,19.29947,82.26699,Y,Rural,Public
Odisha,Rayagada,Padmapur,sub_cen,Kenduguda,,19.29958,83.90921,Y,Rural,Public
Odisha,Nabarangapur,Nawarangapur,sub_cen,Bhatigam,,19.30014,82.61035,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Bada Dumula,,19.30042,84.59893,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Pujariguda,,19.3009,82.6999,Y,Rural,Public
Odisha,Rayagada,Kalyansingpur,sub_cen,Deulabadi,,19.3015,83.28722,Y,Rural,Public
Odisha,Rayagada,Padmapur,sub_cen,Naira,,19.30168,83.77181,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Lathi,,19.30277,84.76462,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,Badakhilapadar,,19.30315,83.53163,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Tentulikhunti,,19.30373,82.73572,Y,Rural,Public
Odisha,Nabarangapur,Nawarangapur,sub_cen,Mantriguda,,19.30431,82.50714,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,Dunduli,,19.3047,83.38467,Y,Rural,Public
Odisha,Nabarangapur,Nawarangapur,sub_cen,Badakumuli,,19.30513,82.56213,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Renga,,19.30537,83.11185,Y,Rural,Public
Odisha,Rayagada,Gudari,sub_cen,Sanahuma,,19.30545,83.78613,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Kodinga,,19.30583,82.33533,Y,Rural,Public
Odisha,Rayagada,Padmapur,sub_cen,Jumuruguda,,19.30753,83.7134,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Temra,,19.30839,82.22651,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Banthapalli,,19.30946,84.71257,Y,Rural,Public
Odisha,Gajapati,Mohana,sub_cen,CHANDRAGIRI,,19.30963,84.28454,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Siripai,,19.30968,83.21131,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Kapoor,,19.30996,82.81902,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Dengaguda,,19.31053,82.43454,Y,Rural,Public
Odisha,Gajapati,Nuagada,sub_cen,Sundardang,,19.31119,84.09203,Y,Rural,Public
Odisha,Gajapati,Mohana,sub_cen,Baghamari,,19.31175,84.23346,Y,Rural,Public
Odisha,Nabarangapur,Nawarangapur,sub_cen,Urdi,,19.31315,82.58243,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,B M Semla,,19.31517,82.30807,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Padargam,,19.31638,82.20852,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Maikancha,,19.31867,83.04233,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Sirshi,,19.31987,82.47566,Y,Rural,Public
Odisha,Gajapati,Nuagada,sub_cen,Kirama,,19.32146,84.06592,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Dumadhei,,19.32219,82.34942,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Dukhuguda,,19.32222,82.6228,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Anantei,,19.3229,84.72206,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Kanamana,,19.32333,84.96152,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Bada Aryapalli,,19.3238,84.98154,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Anchalaguma,,19.32437,82.67239,Y,Rural,Public
Odisha,Rayagada,Padmapur,sub_cen,Guluguda,,19.32468,83.99067,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Mokia,,19.32556,82.45455,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Kumbhasala,,19.32604,83.09749,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,Rivolkona,,19.32747,83.37339,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,Illigalpadu,,19.32781,83.44436,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Karanja Kupakhal,,19.32838,82.97138,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Chamakhandi,,19.33005,84.9209,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Belanga,,19.33112,82.25921,Y,Rural,Public
Odisha,Nabarangapur,Nawarangapur,sub_cen,Sasan,,19.33227,82.60455,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Narendrapur,,19.33231,84.87253,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,Therubali,,19.33238,83.42532,Y,Rural,Public
Odisha,Rayagada,Gudari,sub_cen,MK Rai,,19.33325,83.81768,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,B Turubudi,,19.33406,84.61064,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Nimakhandi,,19.33425,84.79736,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Biriguda,,19.33549,82.40216,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Kainthakhandi,,19.33789,84.48652,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Govindapur,,19.3397,84.90233,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Chaitanyapur,,19.33974,84.57447,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Kamata,,19.34018,82.63391,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Ghatguda,,19.3408,82.49862,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Jaliaguda,,19.34088,82.69672,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Pandikote,,19.34259,82.57366,Y,Rural,Public
Odisha,Ganjam,Rangeilunda,sub_cen,BADAKUSASTHALI,,19.34302,84.85654,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Odasingi,,19.34329,84.55568,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Mirimunda,,19.34355,82.22922,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Papadahandi,,19.34387,82.52734,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Jagdalpur,,19.3444,84.78289,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Khutubai,,19.34465,82.35805,Y,Rural,Public
Odisha,Kalahandi,Th. Rampur,sub_cen,Gopinathpur,,19.34511,82.89496,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Jhadasemla,,19.34514,82.30199,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,K Simla,,19.34517,82.20405,Y,Rural,Public
Odisha,Ganjam,Rangeilunda,sub_cen,JHADANKULI,,19.34586,84.83107,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Routghati,,19.34659,83.15245,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Ghatchura,,19.34674,82.18055,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Dakhinapur,,19.34683,84.74787,Y,Rural,Public
Odisha,Rayagada,Bissamcuttack,sub_cen,Konabai,,19.34711,83.54761,Y,Rural,Public
Odisha,Rayagada,Gudari,sub_cen,Madhuban,,19.34782,83.74821,Y,Rural,Public
Odisha,Rayagada,Bissamcuttack,sub_cen,Purikona,,19.34833,83.51954,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,Gadi Seskhal,,19.34949,83.37604,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Basudevpur,,19.34973,84.62994,Y,Rural,Public
Odisha,Rayagada,Bissamcuttack,sub_cen,Durgi,,19.3503,83.59535,Y,Rural,Public
Odisha,Rayagada,Gudari,sub_cen,Gudari,,19.35216,83.78818,Y,Rural,Public
Odisha,Rayagada,Padmapur,sub_cen,Nuagada,,19.35278,83.96327,Y,Rural,Public
Odisha,Gajapati,Mohana,sub_cen,Badasindhaba,,19.35294,84.21314,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Kashipur,,19.35364,83.12556,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,Khedapada,,19.35444,83.43614,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Padmanavpur,,19.35483,84.56674,Y,Rural,Public
Odisha,Rayagada,Gudari,sub_cen,Khariguda,,19.35498,83.88489,Y,Rural,Public
Odisha,Rayagada,Gudari,sub_cen,Chakunda,,19.35508,83.66913,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Panada,,19.35655,84.48965,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Borigam,,19.35805,84.80537,Y,Rural,Public
Odisha,Gajapati,Mohana,sub_cen,Chudangapur,,19.35891,84.14644,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Santoshpur,,19.36084,82.27456,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Krupasindhupur,,19.36158,84.77851,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Ankushpur,,19.36204,84.75982,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Amalabhata,,19.36281,82.63909,Y,Rural,Public
Odisha,Gajapati,Mohana,sub_cen,Bariabandha,,19.36465,84.20717,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Narasinghapur,,19.36546,84.92233,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Sarviguda,,19.36711,82.29232,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Patraput,,19.36791,82.69961,Y,Rural,Public
Odisha,Rayagada,Gudari,sub_cen,Kadama,,19.36877,83.8372,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Ekori,,19.37076,82.32679,Y,Rural,Public
Odisha,Kalahandi,Th. Rampur,sub_cen,Adri,,19.37101,82.92807,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Digapahandi-II,,19.37129,84.554,Y,Rural,Public
Odisha,Rayagada,Kolnora,sub_cen,Dumuriguma,,19.37135,83.42983,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Digapahandi I,,19.37138,84.58482,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Gokornpur,,19.37167,84.62033,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Gurunthi,,19.37268,84.83317,Y,Rural,Public
Odisha,Gajapati,Mohana,sub_cen,Chandiput,,19.37435,84.30438,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Podapadar,,19.37457,85.02408,Y,Rural,Public
Odisha,Rayagada,Bissamcuttack,sub_cen,Dumurnali,,19.37494,83.61778,Y,Rural,Public
Odisha,Rayagada,Gudari,sub_cen,Salimi,,19.37515,83.80427,Y,Rural,Public
Odisha,Rayagada,Gudari,sub_cen,Gouda Dhepaguda,,19.37558,83.70098,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Dongara,,19.37589,82.37277,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Tanganapalli,,19.37627,84.87784,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Balipada,,19.37741,84.69514,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Gopinathpur,,19.37857,84.6629,Y,Rural,Public
Odisha,Gajapati,Mohana,sub_cen,Antaraba,,19.37893,84.17997,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Kusapada,,19.37953,84.60172,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Bhikaripalli,,19.38028,84.93433,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Bhismagiri,,19.38111,84.47278,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Dengapadar,,19.38139,84.68149,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Chikolokhandi,,19.38241,84.9734,Y,Rural,Public
Odisha,Ganjam,Ganjam,sub_cen,Pallibandha,,19.38314,85.0805,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Chercheta,,19.38315,82.42745,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Sidheswar,,19.38331,84.64819,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Jatabal,,19.38357,82.47504,Y,Rural,Public
Odisha,Rayagada,Bissamcuttack,sub_cen,Murtuli,,19.38369,83.57962,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Chandragiri,,19.38378,82.98751,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Hugulapata,,19.38452,84.84842,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Chandili,,19.38466,82.60864,Y,Rural,Public
Odisha,Kalahandi,Th. Rampur,sub_cen,Podapadar,,19.3848,82.83882,Y,Rural,Public
Odisha,Kalahandi,Jaipatna,sub_cen,Sastuguda,,19.38527,82.74643,Y,Rural,Public
Odisha,Rayagada,Bissamcuttack,sub_cen,Bhatapur,,19.38546,83.44402,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,S Tikiripada,,19.38707,84.44547,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Surugunja,,19.3874,83.01139,Y,Rural,Public
Odisha,Ganjam,Ganjam,sub_cen,Ganjam,,19.3881,85.04972,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Bartibali,,19.38827,83.21264,Y,Rural,Public
Odisha,Rayagada,Bissamcuttack,sub_cen,Kumardhamuni,,19.38913,83.55294,Y,Rural,Public
Odisha,Rayagada,Bissamcuttack,sub_cen,Bethiapada,,19.38937,83.52008,Y,Rural,Public
Odisha,Rayagada,Kalyansingpur,sub_cen,Belekona,,19.38978,83.36128,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Naktiguda,,19.38995,82.54437,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Kukudakhandi,,19.39175,84.76181,Y,Rural,Public
Odisha,Gajapati,Mohana,sub_cen,Raipanka,,19.39201,83.98552,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Bariguda,,19.39288,82.44461,Y,Rural,Public
Odisha,Nabarangapur,Dabugaon,sub_cen,Bada Olma,,19.39349,82.32493,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Kerandi Tula Narayanpr,,19.39363,84.8722,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Ankorada,,19.39428,84.58158,Y,Rural,Public
Odisha,Rayagada,Padmapur,sub_cen,Khilapadar,,19.39536,83.94068,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Bipuling,,19.396,84.98126,Y,Rural,Public
Odisha,Ganjam,Sanakhemundi,sub_cen,SINGIPUR,,19.39603,84.54625,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Danei Barhampur,,19.39668,84.93223,Y,Rural,Public
Odisha,Kalahandi,Jaipatna,sub_cen,Dhansuli,,19.39716,82.78717,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Tumbarla,,19.39741,82.5751,Y,Rural,Public
Odisha,Gajapati,Mohana,sub_cen,Sikulipadar,,19.39758,84.3438,Y,Rural,Public
Odisha,Ganjam,Digapahandi,sub_cen,Phasiguda,,19.3977,84.50364,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Katagam,,19.39781,82.26962,Y,Rural,Public
Odisha,Gajapati,Mohana,sub_cen,Pindiki,,19.39783,84.27127,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Badagumuda,,19.39796,82.29414,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Kantagaon,,19.40017,82.6503,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Motigam,,19.40041,82.19969,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Mandibisi,,19.40046,83.16179,Y,Rural,Public
Odisha,Ganjam,Kukudakhandi,sub_cen,Baulajholi,,19.40231,84.71545,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Hadiguda,,19.40282,83.1075,Y,Rural,Public
Odisha,Nabarangapur,Tentulikhunti,sub_cen,Jharigumma,,19.40338,82.68843,Y,Rural,Public
Odisha,Rayagada,Kalyansingpur,sub_cen,Sikarpai,,19.40359,83.31824,Y,Rural,Public
Odisha,Ganjam,Hinjilicut,sub_cen,Durbandha,,19.40565,84.79875,Y,Rural,Public
Odisha,Ganjam,Sanakhemundi,sub_cen,MAULABHANJA,,19.40572,84.52677,Y,Rural,Public
Odisha,Ganjam,Sanakhemundi,sub_cen,GOUTAMI,,19.40582,84.64575,Y,Rural,Public
Odisha,Kalahandi,Th. Rampur,sub_cen,Mahulpatna,,19.40614,82.86998,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Sundarapur,,19.40627,84.91354,Y,Rural,Public
Odisha,Ganjam,Ganjam,sub_cen,Karapada,,19.40667,85.02063,Y,Rural,Public
Odisha,Ganjam,Sanakhemundi,sub_cen,AMBAGAON,,19.41005,84.56534,Y,Rural,Public
Odisha,Ganjam,Sanakhemundi,sub_cen,CHHANAMERI,,19.41159,84.49864,Y,Rural,Public
Odisha,Nabarangapur,Dabugaon,sub_cen,Phulabhata,,19.4129,82.30533,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Karatali,,19.41346,84.95317,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Khaliguda,,19.41353,82.5025,Y,Rural,Public
Odisha,Rayagada,Gudari,sub_cen,Dahani,,19.4146,83.70229,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Sunger Khadak,,19.41574,82.95888,Y,Rural,Public
Odisha,Rayagada,Kashipur,sub_cen,Podapadar,,19.41612,83.01873,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Hirli,,19.41672,82.58485,Y,Rural,Public
Odisha,Gajapati,Mohana,sub_cen,Guluba,,19.41767,84.09756,Y,Rural,Public
Odisha,Gajapati,Mohana,sub_cen,Buduli,,19.4187,84.15067,Y,Rural,Public
Odisha,Ganjam,Sanakhemundi,sub_cen,SAHASPUR,,19.41873,84.60133,Y,Rural,Public
Odisha,Ganjam,Hinjilicut,sub_cen,Bhabandha,,19.41971,84.86093,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Betajharana,,19.42012,82.53868,Y,Rural,Public
Odisha,Ganjam,Sanakhemundi,sub_cen,PATTIGUDA,,19.42041,84.43609,Y,Rural,Public
Odisha,Ganjam,Chhatrapur,sub_cen,Nandapanda Palli,,19.42067,84.97266,Y,Rural,Public
Odisha,Ganjam,Hinjilicut,sub_cen,Kanchuru,,19.42116,84.77669,Y,Rural,Public
Odisha,Nabarangapur,Kosagumuda,sub_cen,Bankuli,,19.42149,82.25591,Y,Rural,Public
Odisha,Ganjam,Ganjam,sub_cen,Kantiagada,,19.42178,85.10241,Y,Rural,Public
Odisha,Ganjam,Hinjilicut,sub_cen,Gandala,,19.42201,84.82615,Y,Rural,Public
Odisha,Rayagada,Kalyansingpur,sub_cen,Budaguda,,19.42307,83.30936,Y,Rural,Public
Odisha,Ganjam,Sanakhemundi,sub_cen,JUGUDI,,19.42315,84.63552,Y,Rural,Public
Odisha,Ganjam,Sanakhemundi,sub_cen,DENGAOSTA,,19.42369,84.51306,Y,Rural,Public
Odisha,Kalahandi,Jaipatna,sub_cen,Mangalpur,,19.42408,82.80127,Y,Rural,Public
Odisha,Nabarangapur,Papadahandi,sub_cen,Patri,,19.42446,82.4745,Y,Rural,Public
Odisha,Rayagada,Gudari,sub_cen,Siriguda,,19.42477,83.81738,Y,Rural,Public
Odisha,Ganjam,Hinjilicut,sub_cen,Badakhandi,,19.42529,84.73748,Y,Rural,Public
